id,vehicle_id,violation_type,date,location,latitude,longitude,fine_amount,status,officer_name,notes
79,94,Signal Breaking,2025-03-21,Barishal - Hall Lodge,22.70960166631716,90.33715610711408,1000,paid,Officer Shahidul Sheikh,Issued via mobile court
80,82,Over Speeding,2026-06-10,Comilla - Jacob Shoals,23.489399179259557,91.15322372139806,2000,paid,Officer Rehana Bhuiyan,Repeat offense
81,76,Over Speeding,2026-03-19,Khulna - Foster Street,22.83476014272776,89.58972831305476,2000,paid,Officer Rashida Chowdhury,Vehicle impounded briefly
82,82,Fake Registration Plate,2023-08-02,Rajshahi - Shannon Meadow,24.418168779355426,88.56826433681486,10000,paid,Officer Ayesha Molla,Repeat offense
83,43,Tax Token Expired,2024-11-18,Chattogram - Smith Forest,22.35156299340978,91.75972124405628,2000,appealed,Officer Rafiq Molla,Repeat offense
84,28,No Insurance,2025-06-16,Dhaka - Joshua Squares,23.83355844944988,90.45941018251057,2500,unpaid,Officer Mahmuda Bhuiyan,Repeat offense
85,140,Route Permit Violation,2026-03-29,Chattogram - Barbara Union,22.371996956311346,91.8019160404217,3500,appealed,Officer Rafiq Rahman,Repeat offense
86,6,Fitness Certificate Expired,2023-06-01,Sylhet - Michael Flat,24.87908082011499,91.90749312677343,2500,waived,Officer Rafiq Hossain,Repeat offense
87,124,No Insurance,2023-12-04,Dhaka - Wilson Skyway,23.82103176256549,90.40592003848933,2500,paid,Officer Rakibul Uddin,First offense
88,105,No Insurance,2026-01-11,Comilla - Rose Route,23.437226476934995,91.15905230734452,2500,paid,Officer Mohammad Bhuiyan,Vehicle impounded briefly
89,141,Overloading,2023-01-08,Khulna - Harper Ridge,22.83836059574457,89.51975494489662,5000,unpaid,Officer Halima Kazi,First offense
90,25,No Helmet,2024-08-20,Rajshahi - Matthews Keys,24.422205769599927,88.6015570651142,500,unpaid,Officer Tanvir Kazi,Issued via mobile court
91,68,Signal Breaking,2025-01-29,Comilla - Bruce River,23.49924926927495,91.16784016649319,1000,paid,Officer Nazrul Mia,Issued via mobile court
92,68,No Valid License,2023-11-06,Sylhet - Lisa Squares,24.92012351421153,91.88544684591346,3000,paid,Officer Shakil Sheikh,Vehicle impounded briefly
93,59,Using Mobile While Driving,2025-12-06,Dhaka - Sellers Ramp,23.802163207493447,90.4160514411979,1500,appealed,Officer Mahmuda Akter,Issued via mobile court
94,77,Signal Breaking,2023-03-13,Rangpur - Emily Island,25.74411014703156,89.31524550614716,1000,appealed,Officer Halima Khan,
95,115,Over Speeding,2024-01-30,Khulna - John Crescent,22.808218599863856,89.53263748993156,2000,waived,Officer Roksana Uddin,First offense
96,67,Fitness Certificate Expired,2026-02-13,Chattogram - Nathaniel Divide,22.346635499435703,91.76581268053697,2500,unpaid,Officer Fahim Islam,Vehicle impounded briefly
97,134,Route Permit Violation,2023-10-31,Chattogram - Barnes Dam,22.36355939270551,91.79146770868776,3500,paid,Officer Salma Ahmed,Vehicle impounded briefly
98,26,Illegal Parking,2025-04-21,Comilla - Henderson Oval,23.437113663017037,91.19637876707135,800,appealed,Officer Mahmuda Rahman,First offense
99,71,Route Permit Violation,2025-04-02,Khulna - Angela Overpass,22.799478253248182,89.57925742139143,3500,paid,Officer Habibur Rahman,Issued via mobile court
100,69,Fitness Certificate Expired,2024-09-12,Dhaka - Taylor Island,23.791394929784797,90.44678465686114,2500,unpaid,Officer Salma Akter,First offense
101,77,No Insurance,2024-10-19,Mymensingh - Harvey Way,24.724041998100876,90.41197727277054,2500,paid,Officer Taslima Mia,First offense
102,105,No Insurance,2025-02-04,Mymensingh - Crane Oval,24.779201739239845,90.42182697026095,2500,paid,Officer Aminul Bhuiyan,First offense
103,135,Fake Registration Plate,2024-02-16,Dhaka - James Lights,23.84399766776087,90.38744902613242,10000,unpaid,Officer Shakil Uddin,Repeat offense
104,95,Overloading,2023-09-11,Comilla - Ortiz Overpass,23.478817436044338,91.15509380945896,5000,paid,Officer Fahim Chowdhury,Issued via mobile court
105,142,Fitness Certificate Expired,2024-06-13,Barishal - Mckinney Mills,22.725896113448496,90.37238505376159,2500,unpaid,Officer Tanvir Rahman,First offense
106,147,No Valid License,2024-02-28,Rajshahi - Jackson Port,24.351408357926896,88.59515071964957,3000,paid,Officer Abdul Kazi,First offense
107,45,Fake Registration Plate,2026-05-30,Dhaka - Laura Forges,23.84080855691955,90.39304596983845,10000,unpaid,Officer Farzana Sheikh,Issued via mobile court
108,90,Overloading,2024-09-10,Sylhet - Johnson Fork,24.912619615638732,91.90113108214707,5000,unpaid,Officer Kamal Islam,Vehicle impounded briefly
109,96,Using Mobile While Driving,2024-09-03,Gazipur - Jackson Mount,24.01834131358572,90.41847384188162,1500,paid,Officer Nazrul Sarkar,Repeat offense
110,67,Tax Token Expired,2025-11-25,Sylhet - Dunn Creek,24.921447438830363,91.90866870447455,2000,unpaid,Officer Halima Bhuiyan,Repeat offense
111,36,No Insurance,2024-08-28,Dhaka - Joseph Plains,23.7862426272712,90.40435656860812,2500,paid,Officer Mohammad Uddin,Repeat offense
112,57,Tax Token Expired,2025-09-01,Comilla - Weaver Throughway,23.501352650550505,91.19808684759623,2000,paid,Officer Rehana Chowdhury,Repeat offense
113,25,Overloading,2026-02-18,Khulna - Kathleen Mill,22.87189182183193,89.50860683570126,5000,paid,Officer Rubina Hossain,First offense
114,91,No Valid License,2024-11-09,Sylhet - Veronica Cove,24.882068242976487,91.8772570695207,3000,paid,Officer Kamal Kazi,
115,150,Fake Registration Plate,2024-02-03,Gazipur - Kenneth Bypass,23.999947737449272,90.45704977546983,10000,unpaid,Officer Aminul Sheikh,
116,39,Over Speeding,2026-03-12,Rajshahi - Baker Wall,24.413784512331056,88.65286492558836,2000,unpaid,Officer Shahidul Hossain,Issued via mobile court
117,86,Tax Token Expired,2023-04-29,Khulna - Scott Crest,22.7960713501424,89.51765278622015,2000,unpaid,Officer Rehana Chowdhury,Issued via mobile court
118,23,Over Speeding,2025-05-29,Gazipur - Jason Street,23.990239348039797,90.46683278401301,2000,paid,Officer Mohammad Uddin,Repeat offense
119,4,Fitness Certificate Expired,2023-01-09,Comilla - Callahan Ridge,23.47336869286716,91.15578231228758,2500,unpaid,Officer Nasima Talukder,First offense
120,27,Route Permit Violation,2023-12-09,Comilla - Martin Dam,23.417228702247026,91.13547183517382,3500,paid,Officer Jesmin Sarkar,Issued via mobile court
121,35,Fitness Certificate Expired,2024-01-21,Mymensingh - Lisa Valley,24.71358835088915,90.46098942361937,2500,paid,Officer Fatema Akter,First offense
122,34,No Valid License,2023-12-13,Dhaka - Ashley Place,23.772616198175097,90.43361100900958,3000,paid,Officer Shahnaz Miah,Vehicle impounded briefly
123,13,Fake Registration Plate,2023-02-10,Dhaka - Carlson Extension,23.765123505647296,90.37407898263392,10000,paid,Officer Kamal Miah,Issued via mobile court
124,40,No Valid License,2023-07-26,Dhaka - Werner Highway,23.826548296588893,90.38949771495372,3000,unpaid,Officer Shirin Sheikh,
125,131,No Insurance,2023-08-22,Gazipur - Armstrong Walks,24.02837600661685,90.42007390631932,2500,unpaid,Officer Farzana Uddin,Repeat offense
126,105,Illegal Parking,2025-10-13,Khulna - Derek Terrace,22.8866356627462,89.55912039154553,800,unpaid,Officer Habibur Islam,
127,23,Signal Breaking,2023-11-02,Gazipur - Sellers Harbor,24.04484460157311,90.44825262225844,1000,paid,Officer Kamal Miah,First offense
128,117,Illegal Parking,2023-07-24,Sylhet - Jacqueline Curve,24.92621784139179,91.90611404491622,800,paid,Officer Nasima Sarkar,Issued via mobile court
129,30,Signal Breaking,2023-10-11,Dhaka - Dustin Islands,23.826635502749085,90.37955122763563,1000,unpaid,Officer Fahim Miah,
130,96,Fitness Certificate Expired,2025-03-30,Khulna - Kathleen Springs,22.891830993014977,89.51748330907502,2500,unpaid,Officer Rezaul Sheikh,First offense
131,29,Over Speeding,2023-11-23,Dhaka - Burns Ports,23.77067131057384,90.45362267612721,2000,waived,Officer Mizanur Mia,First offense
132,98,Fitness Certificate Expired,2023-09-25,Gazipur - Burton Lane,23.99820796563655,90.41911227769921,2500,unpaid,Officer Jesmin Rahman,
133,67,Tax Token Expired,2025-12-10,Barishal - Jones Underpass,22.72775287182899,90.36116490081234,2000,unpaid,Officer Rubina Ahmed,Issued via mobile court
134,64,Overloading,2025-02-27,Barishal - Richard Summit,22.665865445225712,90.38614378201838,5000,paid,Officer Halima Rahman,
135,41,Using Mobile While Driving,2023-12-05,Mymensingh - Neal Wells,24.7045865242477,90.41946479611444,1500,appealed,Officer Nazrul Rahman,Vehicle impounded briefly
136,58,Using Mobile While Driving,2024-04-26,Rangpur - Gibson Oval,25.70178305957548,89.26961888764595,1500,paid,Officer Nasrin Kazi,Issued via mobile court
137,81,Signal Breaking,2023-02-06,Mymensingh - Perkins Ways,24.707364332148014,90.41153385476755,1000,paid,Officer Fatema Hossain,Vehicle impounded briefly
138,78,Using Mobile While Driving,2025-07-23,Comilla - Jessica Mount,23.505735512999337,91.16723424775698,1500,unpaid,Officer Habibur Mia,Repeat offense
139,144,Fake Registration Plate,2025-01-14,Gazipur - Horn Underpass,24.021491350028317,90.38170233583557,10000,paid,Officer Ayesha Islam,Repeat offense
140,91,Tax Token Expired,2025-02-04,Sylhet - Robinson Meadow,24.915109605326,91.8232778109855,2000,paid,Officer Jahangir Sheikh,
141,66,Fake Registration Plate,2025-03-15,Rajshahi - Troy Islands,24.346058950436895,88.63665541437076,10000,unpaid,Officer Rakibul Ahmed,Issued via mobile court
142,12,Tax Token Expired,2025-07-11,Gazipur - Morgan Ports,23.995638787694617,90.4292316166611,2000,unpaid,Officer Mahmuda Islam,Vehicle impounded briefly
143,13,Using Mobile While Driving,2025-09-16,Rangpur - Ashlee Oval,25.786337087378154,89.30330814970819,1500,appealed,Officer Kamrun Chowdhury,First offense
144,27,Route Permit Violation,2024-10-21,Gazipur - Shannon Track,24.000311011935317,90.40876626387437,3500,paid,Officer Ayesha Miah,Issued via mobile court
145,88,Illegal Parking,2023-10-10,Mymensingh - Brandon Road,24.738374547280763,90.4403014284897,800,appealed,Officer Sultana Sarkar,Vehicle impounded briefly
146,56,No Valid License,2024-08-18,Rajshahi - Smith Walks,24.393161129731904,88.64631917644172,3000,paid,Officer Shahidul Sarkar,
147,91,Using Mobile While Driving,2025-05-04,Mymensingh - Scott Alley,24.764524348553916,90.45968660013779,1500,paid,Officer Roksana Islam,Vehicle impounded briefly
148,28,No Helmet,2023-04-26,Rangpur - Harris Spurs,25.71389024172647,89.30021850186701,500,unpaid,Officer Aminul Miah,First offense
149,16,No Insurance,2026-01-13,Sylhet - Nicole Hollow,24.848130638324232,91.90010262175545,2500,unpaid,Officer Delwar Akter,Vehicle impounded briefly
150,100,No Valid License,2024-08-12,Comilla - Nancy Wells,23.479993607521426,91.13559798812753,3000,paid,Officer Imran Sarkar,Vehicle impounded briefly
151,14,No Helmet,2025-06-26,Sylhet - Davis Lake,24.927898348195516,91.90984863770738,500,unpaid,Officer Nasima Uddin,First offense
152,76,Overloading,2023-06-02,Khulna - Miller Shores,22.814297658153233,89.50767951318554,5000,waived,Officer Shahnaz Rahman,Issued via mobile court
153,72,Using Mobile While Driving,2026-04-11,Sylhet - Brett Road,24.929501419609053,91.81926451360178,1500,unpaid,Officer Jahangir Rahman,First offense
154,83,Fake Registration Plate,2026-07-04,Dhaka - Barber Throughway,23.821860867609935,90.42868902109649,10000,paid,Officer Mizanur Molla,
155,82,Using Mobile While Driving,2025-12-02,Rajshahi - Ruben Course,24.331317646910446,88.60471403504563,1500,waived,Officer Delwar Bhuiyan,
156,90,No Valid License,2024-11-09,Rajshahi - Aaron Neck,24.360579782466274,88.57604452857846,3000,paid,Officer Parvin Kazi,Vehicle impounded briefly
157,3,Signal Breaking,2026-06-10,Barishal - David Fork,22.74286072991873,90.32788271638668,1000,paid,Officer Rakibul Bhuiyan,
158,99,Illegal Parking,2023-02-20,Comilla - Smith Square,23.501833592662862,91.21311090642399,800,paid,Officer Golam Mia,Issued via mobile court
159,12,Illegal Parking,2023-06-18,Rajshahi - Montoya Wall,24.419321181964843,88.57093948092135,800,unpaid,Officer Lutfa Islam,
160,54,Tax Token Expired,2025-05-18,Rajshahi - Benson Neck,24.40806650777454,88.5747579567982,2000,appealed,Officer Roksana Hossain,First offense
161,7,Overloading,2023-05-31,Barishal - Jeremy Corners,22.656426807089144,90.38292147869758,5000,unpaid,Officer Kamrun Akter,Repeat offense
162,105,Route Permit Violation,2025-06-05,Mymensingh - Dakota Land,24.728740424591965,90.40925018672444,3500,paid,Officer Abdul Hossain,Vehicle impounded briefly
163,12,No Insurance,2025-10-26,Chattogram - Taylor Trail,22.317513554187,91.81188918976625,2500,paid,Officer Rafiq Talukder,Issued via mobile court
164,98,Route Permit Violation,2025-12-28,Dhaka - Darlene Springs,23.782286572546052,90.43717539116068,3500,paid,Officer Lutfa Talukder,First offense
165,77,Tax Token Expired,2023-01-23,Barishal - Casey Port,22.70635241877643,90.35900697456402,2000,waived,Officer Abdul Bhuiyan,Vehicle impounded briefly
166,141,Signal Breaking,2024-12-05,Sylhet - Chelsey Expressway,24.866073694292197,91.90926280303444,1000,unpaid,Officer Shirin Chowdhury,First offense
167,57,Fake Registration Plate,2024-01-07,Sylhet - Bell Forest,24.911997791135057,91.87542926444729,10000,unpaid,Officer Delwar Mia,Vehicle impounded briefly
168,19,Illegal Parking,2024-02-09,Chattogram - Samantha Ridges,22.379458925733413,91.78191904101337,800,unpaid,Officer Jahangir Akter,
169,73,Fake Registration Plate,2024-10-12,Chattogram - Heath Corners,22.35548612302739,91.76603460782195,10000,appealed,Officer Kamrun Khan,Vehicle impounded briefly
170,146,Fitness Certificate Expired,2023-12-12,Barishal - Donald Crossing,22.651483188266468,90.32811751385455,2500,waived,Officer Imran Miah,Repeat offense
171,35,Tax Token Expired,2025-08-05,Barishal - Bell Meadow,22.695535797356623,90.38097669615259,2000,appealed,Officer Kamal Chowdhury,Vehicle impounded briefly
172,21,Illegal Parking,2024-02-07,Khulna - Moody Gateway,22.82192346505936,89.57893358320788,800,appealed,Officer Rafiq Islam,Vehicle impounded briefly
173,8,Fake Registration Plate,2026-04-23,Gazipur - Newman Gateway,23.97117606861763,90.37396563093036,10000,paid,Officer Delwar Kazi,First offense
174,94,Route Permit Violation,2026-04-22,Rajshahi - Maxwell Spurs,24.39782268272129,88.58329991602145,3500,appealed,Officer Golam Hossain,Issued via mobile court
175,94,Using Mobile While Driving,2026-06-11,Dhaka - Melanie Shoals,23.82871616568405,90.43822060712735,1500,paid,Officer Shahidul Chowdhury,Vehicle impounded briefly
176,145,Tax Token Expired,2025-09-17,Khulna - Harris Rest,22.88951752582699,89.49434198260518,2000,paid,Officer Ayesha Hossain,Repeat offense
177,95,No Valid License,2025-11-26,Dhaka - Julie Hill,23.851072609257297,90.39862513645596,3000,paid,Officer Fahim Rahman,
178,83,Signal Breaking,2024-07-14,Comilla - Kristen Underpass,23.49418722662174,91.15723160693841,1000,paid,Officer Rehana Bhuiyan,Issued via mobile court
179,94,Fake Registration Plate,2025-02-09,Chattogram - Troy Creek,22.404167410835058,91.75548992545333,10000,paid,Officer Shakil Kazi,Issued via mobile court
180,2,Using Mobile While Driving,2024-04-16,Khulna - Victor Ranch,22.803308822574127,89.55464770023883,1500,paid,Officer Shahidul Chowdhury,Repeat offense
181,31,Tax Token Expired,2024-11-07,Rajshahi - Allison Bridge,24.396525565887497,88.60235166493895,2000,paid,Officer Anisur Chowdhury,Issued via mobile court
182,6,No Valid License,2026-04-28,Dhaka - Peck Curve,23.776412914036754,90.42545404248881,3000,unpaid,Officer Mizanur Khan,
183,43,Illegal Parking,2025-04-10,Khulna - Valencia Port,22.855535752279494,89.54666047023358,800,paid,Officer Aminul Hossain,First offense
184,115,Fake Registration Plate,2023-12-16,Mymensingh - Diaz Springs,24.719036381481857,90.41137668519082,10000,appealed,Officer Mizanur Chowdhury,Vehicle impounded briefly
